region,Time,sex,edu,agest,prop_out,outmigfinal
35,2015,f,e4,15,0.02256769946133623,11802.223234890542
41,2015,f,e4,15,0.02454147562434519,6638.2132732594855
42,2015,f,e4,15,0.02397467105318051,2957.2911765879726
43,2015,f,e4,15,0.01840283406198965,4205.07380293277
50,2015,f,e4,15,0.02676118299556424,2798.635653334243
51,2015,f,e4,15,0.02557047184243342,4038.078393048104
52,2015,f,e4,15,0.02773016280212268,4797.693945399602
53,2015,f,e4,15,0.02198879664304993,-22726.406745647775
11,2020,f,e4,15,0.02778681686473525,1614.5922930035026
12,2020,f,e4,15,0.03384353318160588,636.3111538715578
13,2020,f,e4,15,0.03101643867890465,1356.168157184805
14,2020,f,e4,15,0.03020029339447394,320.13209506752133
15,2020,f,e4,15,0.03293550065176538,6012.266255799936
16,2020,f,e4,15,0.03701285216843027,518.4894707347372
17,2020,f,e4,15,0.03594448438139683,5611.311447205792
21,2020,f,e4,15,0.03373231901095504,8121.4528628824755
22,2020,f,e4,15,0.02823478873616789,3445.4709958798408
23,2020,f,e4,15,0.0266479002772602,4320.200915142427
24,2020,f,e4,15,0.02513601560706809,867.269322460483
25,2020,f,e4,15,0.02447000494161598,2371.703432608858
26,2020,f,e4,15,0.02085040398021433,4254.796690977381
27,2020,f,e4,15,0.02119513321742732,2435.572667015772
28,2020,f,e4,15,0.0216842648460974,842.3279773490266
29,2020,f,e4,15,0.02685067152628607,10996.382523938391
31,2020,f,e4,15,0.02421501131260788,11442.24028129049
32,2020,f,e4,15,0.02386617294807791,1507.5788060952475
33,2020,f,e4,15,0.01833623127528901,4992.466244308327
35,2020,f,e4,15,0.02256769946133623,10813.598807071836
41,2020,f,e4,15,0.02454147562434519,6081.966976453173
42,2020,f,e4,15,0.02397467105318051,2709.5434956678055
43,2020,f,e4,15,0.01840283406198965,3852.828332213812
50,2020,f,e4,15,0.02676118299556424,2563.5765446340647
51,2020,f,e4,15,0.02557047184243342,3700.811444096194
52,2020,f,e4,15,0.02773016280212268,4395.649244458739
53,2020,f,e4,15,0.02198879664304993,-20821.16221979504
11,2025,f,e4,15,0.02778681686473525,1466.3007331056044
12,2025,f,e4,15,0.03384353318160588,576.8288072017107
13,2025,f,e4,15,0.03101643867890465,1232.2573208198469
14,2025,f,e4,15,0.03020029339447394,290.81973120804827
15,2025,f,e4,15,0.03293550065176538,5461.913517537523
16,2025,f,e4,15,0.03701285216843027,471.1061266173025
17,2025,f,e4,15,0.03594448438139683,5099.783055609684
21,2025,f,e4,15,0.03373231901095504,7378.478480145445
22,2025,f,e4,15,0.02823478873616789,3130.6021360797977
23,2025,f,e4,15,0.0266479002772602,3924.946627009044
24,2025,f,e4,15,0.02513601560706809,788.0017243824644
25,2025,f,e4,15,0.02447000494161598,2154.9778882381183
26,2025,f,e4,15,0.02085040398021433,3865.8100508912257
27,2025,f,e4,15,0.02119513321742732,2212.6180453320344
28,2025,f,e4,15,0.0216842648460974,765.8854961676409
29,2025,f,e4,15,0.02685067152628607,9990.66994679676
31,2025,f,e4,15,0.02421501131260788,10390.111450871384
32,2025,f,e4,15,0.02386617294807791,1369.9745075577853
33,2025,f,e4,15,0.01833623127528901,4535.223603031612
35,2025,f,e4,15,0.02256769946133623,9824.974379253135
41,2025,f,e4,15,0.02454147562434519,5526.040177807001
42,2025,f,e4,15,0.02397467105318051,2461.7958147476384
43,2025,f,e4,15,0.01840283406198965,3500.5828614948537
50,2025,f,e4,15,0.02676118299556424,2328.854438240266
51,2025,f,e4,15,0.02557047184243342,3363.007730769293
52,2025,f,e4,15,0.02773016280212268,3993.6045435178767
53,2025,f,e4,15,0.02198879664304993,-18917.807348815455
11,2030,f,e4,15,0.02778681686473525,1377.3257971668656
12,2030,f,e4,15,0.03384353318160588,542.3390431662531
13,2030,f,e4,15,0.03101643867890465,1157.9108190008722
14,2030,f,e4,15,0.03020029339447394,273.27672556487886
15,2030,f,e4,15,0.03293550065176538,5131.43944480025
16,2030,f,e4,15,0.03701285216843027,442.66413195098664
17,2030,f,e4,15,0.03594448438139683,4789.76584858174
21,2030,f,e4,15,0.03373231901095504,6932.590516096727
22,2030,f,e4,15,0.02823478873616789,2941.5163978186756
23,2030,f,e4,15,0.0266479002772602,3687.896262478365
24,2030,f,e4,15,0.02513601560706809,740.5774980139203
25,2030,f,e4,15,0.02447000494161598,2024.9069744983724
26,2030,f,e4,15,0.02085040398021433,3632.444003605
27,2030,f,e4,15,0.02119513321742732,2078.9110837876874
28,2030,f,e4,15,0.0216842648460974,719.7927898926654
29,2030,f,e4,15,0.02685067152628607,9387.15581311814
31,2030,f,e4,15,0.02421501131260788,9761.367222890922
32,2030,f,e4,15,0.02386617294807791,1287.3618791337256
33,2030,f,e4,15,0.01833623127528901,4261.984047744207
35,2030,f,e4,15,0.02256769946133623,9231.75870505635
41,2030,f,e4,15,0.02454147562434519,5193.442593099722
42,2030,f,e4,15,0.02397467105318051,2313.147206195538
43,2030,f,e4,15,0.01840283406198965,3289.2355790634792
50,2030,f,e4,15,0.02676118299556424,2187.9874741733493
51,2030,f,e4,15,0.02557047184243342,3160.647561398146
52,2030,f,e4,15,0.02773016280212268,3752.37772295336
53,2030,f,e4,15,0.02198879664304993,-17774.566150560157
11,2035,f,e4,15,0.02778681686473525,1377.3257971668656
12,2035,f,e4,15,0.03384353318160588,542.3390431662531
13,2035,f,e4,15,0.03101643867890465,1157.9108190008722
14,2035,f,e4,15,0.03020029339447394,273.27672556487886
15,2035,f,e4,15,0.03293550065176538,5131.43944480025
16,2035,f,e4,15,0.03701285216843027,442.66413195098664
17,2035,f,e4,15,0.03594448438139683,4789.76584858174
21,2035,f,e4,15,0.03373231901095504,6932.590516096727
22,2035,f,e4,15,0.02823478873616789,2941.5163978186756
23,2035,f,e4,15,0.0266479002772602,3687.896262478365
24,2035,f,e4,15,0.02513601560706809,740.5774980139203
25,2035,f,e4,15,0.02447000494161598,2024.9069744983724
26,2035,f,e4,15,0.02085040398021433,3632.444003605
27,2035,f,e4,15,0.02119513321742732,2078.9110837876874
28,2035,f,e4,15,0.0216842648460974,719.7927898926654
29,2035,f,e4,15,0.02685067152628607,9387.15581311814
31,2035,f,e4,15,0.02421501131260788,9761.367222890922
32,2035,f,e4,15,0.02386617294807791,1287.3618791337256
33,2035,f,e4,15,0.01833623127528901,4261.984047744207
35,2035,f,e4,15,0.02256769946133623,9231.75870505635
41,2035,f,e4,15,0.02454147562434519,5193.442593099722
42,2035,f,e4,15,0.02397467105318051,2313.147206195538
43,2035,f,e4,15,0.01840283406198965,3289.2355790634792
50,2035,f,e4,15,0.02676118299556424,2187.9874741733493
51,2035,f,e4,15,0.02557047184243342,3160.647561398146
52,2035,f,e4,15,0.02773016280212268,3752.37772295336
53,2035,f,e4,15,0.02198879664304993,-17774.566150560157
11,2040,f,e4,15,0.02778681686473525,1377.3257971668656
12,2040,f,e4,15,0.03384353318160588,542.3390431662531
13,2040,f,e4,15,0.03101643867890465,1157.9108190008722
14,2040,f,e4,15,0.03020029339447394,273.27672556487886
15,2040,f,e4,15,0.03293550065176538,5131.43944480025
16,2040,f,e4,15,0.03701285216843027,442.66413195098664
17,2040,f,e4,15,0.03594448438139683,4789.76584858174
21,2040,f,e4,15,0.03373231901095504,6932.590516096727
22,2040,f,e4,15,0.02823478873616789,2941.5163978186756
23,2040,f,e4,15,0.0266479002772602,3687.896262478365
24,2040,f,e4,15,0.02513601560706809,740.5774980139203
25,2040,f,e4,15,0.02447000494161598,2024.9069744983724
26,2040,f,e4,15,0.02085040398021433,3632.444003605
27,2040,f,e4,15,0.02119513321742732,2078.9110837876874
28,2040,f,e4,15,0.0216842648460974,719.7927898926654
29,2040,f,e4,15,0.02685067152628607,9387.15581311814
31,2040,f,e4,15,0.02421501131260788,9761.367222890922
32,2040,f,e4,15,0.02386617294807791,1287.3618791337256
33,2040,f,e4,15,0.01833623127528901,4261.984047744207
35,2040,f,e4,15,0.02256769946133623,9231.75870505635
41,2040,f,e4,15,0.02454147562434519,5193.442593099722
42,2040,f,e4,15,0.02397467105318051,2313.147206195538
43,2040,f,e4,15,0.01840283406198965,3289.2355790634792
50,2040,f,e4,15,0.02676118299556424,2187.9874741733493
51,2040,f,e4,15,0.02557047184243342,3160.647561398146
52,2040,f,e4,15,0.02773016280212268,3752.37772295336
53,2040,f,e4,15,0.02198879664304993,-17774.566150560157
11,2045,f,e4,15,0.02778681686473525,1377.3257971668656
12,2045,f,e4,15,0.03384353318160588,542.3390431662531
13,2045,f,e4,15,0.03101643867890465,1157.9108190008722
14,2045,f,e4,15,0.03020029339447394,273.27672556487886
15,2045,f,e4,15,0.03293550065176538,5131.43944480025
16,2045,f,e4,15,0.03701285216843027,442.66413195098664
17,2045,f,e4,15,0.03594448438139683,4789.76584858174
21,2045,f,e4,15,0.03373231901095504,6932.590516096727
22,2045,f,e4,15,0.02823478873616789,2941.5163978186756
23,2045,f,e4,15,0.0266479002772602,3687.896262478365
24,2045,f,e4,15,0.02513601560706809,740.5774980139203
25,2045,f,e4,15,0.02447000494161598,2024.9069744983724
26,2045,f,e4,15,0.02085040398021433,3632.444003605
27,2045,f,e4,15,0.02119513321742732,2078.9110837876874
28,2045,f,e4,15,0.0216842648460974,719.7927898926654
29,2045,f,e4,15,0.02685067152628607,9387.15581311814
31,2045,f,e4,15,0.02421501131260788,9761.367222890922
32,2045,f,e4,15,0.02386617294807791,1287.3618791337256
33,2045,f,e4,15,0.01833623127528901,4261.984047744207
35,2045,f,e4,15,0.02256769946133623,9231.75870505635
41,2045,f,e4,15,0.02454147562434519,5193.442593099722
42,2045,f,e4,15,0.02397467105318051,2313.147206195538
43,2045,f,e4,15,0.01840283406198965,3289.2355790634792
50,2045,f,e4,15,0.02676118299556424,2187.9874741733493
51,2045,f,e4,15,0.02557047184243342,3160.647561398146
52,2045,f,e4,15,0.02773016280212268,3752.37772295336
53,2045,f,e4,15,0.02198879664304993,-17774.566150560157
11,2050,f,e4,15,0.02778681686473525,1377.3257971668656
12,2050,f,e4,15,0.03384353318160588,542.3390431662531
13,2050,f,e4,15,0.03101643867890465,1157.9108190008722
14,2050,f,e4,15,0.03020029339447394,273.27672556487886
15,2050,f,e4,15,0.03293550065176538,5131.43944480025
16,2050,f,e4,15,0.03701285216843027,442.66413195098664
17,2050,f,e4,15,0.03594448438139683,4789.76584858174
21,2050,f,e4,15,0.03373231901095504,6932.590516096727
22,2050,f,e4,15,0.02823478873616789,2941.5163978186756
23,2050,f,e4,15,0.0266479002772602,3687.896262478365
24,2050,f,e4,15,0.02513601560706809,740.5774980139203
25,2050,f,e4,15,0.02447000494161598,2024.9069744983724
26,2050,f,e4,15,0.02085040398021433,3632.444003605
27,2050,f,e4,15,0.02119513321742732,2078.9110837876874
28,2050,f,e4,15,0.0216842648460974,719.7927898926654
29,2050,f,e4,15,0.02685067152628607,9387.15581311814
31,2050,f,e4,15,0.02421501131260788,9761.367222890922
32,2050,f,e4,15,0.02386617294807791,1287.3618791337256
33,2050,f,e4,15,0.01833623127528901,4261.984047744207
35,2050,f,e4,15,0.02256769946133623,9231.75870505635
41,2050,f,e4,15,0.02454147562434519,5193.442593099722
42,2050,f,e4,15,0.02397467105318051,2313.147206195538
43,2050,f,e4,15,0.01840283406198965,3289.2355790634792
50,2050,f,e4,15,0.02676118299556424,2187.9874741733493
51,2050,f,e4,15,0.02557047184243342,3160.647561398146
52,2050,f,e4,15,0.02773016280212268,3752.37772295336
53,2050,f,e4,15,0.02198879664304993,-17774.566150560157
11,2055,f,e4,15,0.02778681686473525,1377.3257971668656
12,2055,f,e4,15,0.03384353318160588,542.3390431662531
13,2055,f,e4,15,0.03101643867890465,1157.9108190008722
14,2055,f,e4,15,0.03020029339447394,273.27672556487886
15,2055,f,e4,15,0.03293550065176538,5131.43944480025
16,2055,f,e4,15,0.03701285216843027,442.66413195098664
17,2055,f,e4,15,0.03594448438139683,4789.76584858174
21,2055,f,e4,15,0.03373231901095504,6932.590516096727
22,2055,f,e4,15,0.02823478873616789,2941.5163978186756
23,2055,f,e4,15,0.0266479002772602,3687.896262478365
24,2055,f,e4,15,0.02513601560706809,740.5774980139203
25,2055,f,e4,15,0.02447000494161598,2024.9069744983724
26,2055,f,e4,15,0.02085040398021433,3632.444003605
27,2055,f,e4,15,0.02119513321742732,2078.9110837876874
28,2055,f,e4,15,0.0216842648460974,719.7927898926654
29,2055,f,e4,15,0.02685067152628607,9387.15581311814
31,2055,f,e4,15,0.02421501131260788,9761.367222890922
32,2055,f,e4,15,0.02386617294807791,1287.3618791337256
33,2055,f,e4,15,0.01833623127528901,4261.984047744207
35,2055,f,e4,15,0.02256769946133623,9231.75870505635
41,2055,f,e4,15,0.02454147562434519,5193.442593099722
42,2055,f,e4,15,0.02397467105318051,2313.147206195538
43,2055,f,e4,15,0.01840283406198965,3289.2355790634792
50,2055,f,e4,15,0.02676118299556424,2187.9874741733493
51,2055,f,e4,15,0.02557047184243342,3160.647561398146
52,2055,f,e4,15,0.02773016280212268,3752.37772295336
53,2055,f,e4,15,0.02198879664304993,-17774.566150560157
11,2010,m,e4,15,0.02327713998075188,1601.6505271994754
12,2010,m,e4,15,0.01466771775861177,326.9017313144628
13,2010,m,e4,15,0.01946183166986036,1006.4527521401006
14,2010,m,e4,15,0.02810953418935731,352.45806833404316
15,2010,m,e4,15,0.02138819687039283,4619.5037080380625
16,2010,m,e4,15,0.01652401349713792,273.79538963051533
17,2010,m,e4,15,0.02409087760043875,4453.442819836101
21,2010,m,e4,15,0.02327406631813573,6628.755721500112
22,2010,m,e4,15,0.01602405063010774,2312.797570234966
23,2010,m,e4,15,0.02255243335316161,4325.068564757694
24,2010,m,e4,15,0.01341824108160096,547.4444530031775
25,2010,m,e4,15,0.02080847767310899,2385.410030214912
26,2010,m,e4,15,0.01741858998411537,4204.415257134193
27,2010,m,e4,15,0.01729108038266398,2350.6357915733893
28,2010,m,e4,15,0.0212060797810974,973.7424938413864
29,2010,m,e4,15,0.01986585034181677,9624.051131843582
31,2010,m,e4,15,0.0203529760223346,11384.455653294186
32,2010,m,e4,15,0.01913459575965343,1429.49217847422
33,2010,m,e4,15,0.01643631147391863,5292.871217074113
35,2010,m,e4,15,0.01895084713130341,10740.942859358556
41,2010,m,e4,15,0.0227064328296259,6655.916137499649
42,2010,m,e4,15,0.02053613479262879,2745.3602949296146
43,2010,m,e4,15,0.0193600562575553,4794.367934000672
50,2010,m,e4,15,0.02170118031173608,2459.947319170528
51,2010,m,e4,15,0.02420598675979084,4142.208012880686
52,2010,m,e4,15,0.02141971950503502,4016.4547211232966
53,2010,m,e4,15,0.02016372690932351,-22585.92504004033
11,2015,m,e4,15,0.02327713998075188,1477.4260284196898
12,2015,m,e4,15,0.01466771775861177,301.33883913745376
13,2015,m,e4,15,0.01946183166986036,928.7026318128889
14,2015,m,e4,15,0.02810953418935731,325.2266650189807
15,2015,m,e4,15,0.02138819687039283,4262.228328368197
16,2015,m,e4,15,0.01652401349713792,252.64157489143287
17,2015,m,e4,15,0.02409087760043875,4109.911305273316
21,2015,m,e4,15,0.02327406631813573,6116.0117443092695
22,2015,m,e4,15,0.01602405063010774,2134.0693765886726
23,2015,m,e4,15,0.02255243335316161,3990.498397500613
24,2015,m,e4,15,0.01341824108160096,505.077419559289
25,2015,m,e4,15,0.02080847767310899,2201.1138413914578
26,2015,m,e4,15,0.01741858998411537,3879.4527864123306
27,2015,m,e4,15,0.01729108038266398,2168.7484570767074
28,2015,m,e4,15,0.0212060797810974,899.144454378395
29,2015,m,e4,15,0.01986585034181677,8879.960410506528
31,2015,m,e4,15,0.0203529760223346,10500.13011730827
32,2015,m,e4,15,0.01913459575965343,1319.1685571280896
33,2015,m,e4,15,0.01643631147391863,4883.45670019784
35,2015,m,e4,15,0.01895084713130341,9910.719021985982
41,2015,m,e4,15,0.0227064328296259,6141.853330468565
42,2015,m,e4,15,0.02053613479262879,2533.145505469019
43,2015,m,e4,15,0.0193600562575553,4423.800438439025
50,2015,m,e4,15,0.02170118031173608,2269.469811925973
51,2015,m,e4,15,0.02420598675979084,3822.599470179268
52,2015,m,e4,15,0.02141971950503502,3705.9017400935654
53,2015,m,e4,15,0.02016372690932351,-20840.11538640927
11,2020,m,e4,15,0.02327713998075188,1352.5511395939368
12,2020,m,e4,15,0.01466771775861177,275.7759469604448
13,2020,m,e4,15,0.01946183166986036,850.9525114856768
14,2020,m,e4,15,0.02810953418935731,297.96942545788886
15,2020,m,e4,15,0.02138819687039283,3904.3443023956575
16,2020,m,e4,15,0.01652401349713792,231.47438013037757
17,2020,m,e4,15,0.02409087760043875,3760.8389598304866
21,2020,m,e4,15,0.02327406631813573,5603.505423654786
22,2020,m,e4,15,0.01602405063010774,1955.4033925468511
23,2020,m,e4,15,0.02255243335316161,3656.2371592991713
24,2020,m,e4,15,0.01341824108160096,462.97030656597656
25,2020,m,e4,15,0.02080847767310899,2016.817652568003
26,2020,m,e4,15,0.01741858998411537,3554.4903156904693
27,2020,m,e4,15,0.01729108038266398,1986.950604705884
28,2020,m,e4,15,0.0212060797810974,823.752818750904
29,2020,m,e4,15,0.01986585034181677,8135.829649849557
31,2020,m,e4,15,0.0203529760223346,9617.325347506336
32,2020,m,e4,15,0.01913459575965343,1208.6944602811457
33,2020,m,e4,15,0.01643631147391863,4475.168805547422
35,2020,m,e4,15,0.01895084713130341,9080.538239316376
41,2020,m,e4,15,0.0227064328296259,5627.199306868153
42,2020,m,e4,15,0.02053613479262879,2320.9307160084236
43,2020,m,e4,15,0.0193600562575553,4053.2329428773783
50,2020,m,e4,15,0.02170118031173608,2078.855663714959
51,2020,m,e4,15,0.02420598675979084,3503.329675270858
52,2020,m,e4,15,0.02141971950503502,3395.3487590638338
53,2020,m,e4,15,0.02016372690932351,-19093.006122614217
11,2025,m,e4,15,0.02327713998075188,1228.3266408141512
12,2025,m,e4,15,0.01466771775861177,249.9964201039696
13,2025,m,e4,15,0.01946183166986036,773.2023911584648
14,2025,m,e4,15,0.02810953418935731,270.68634965076745
15,2025,m,e4,15,0.02138819687039283,3546.947193465257
16,2025,m,e4,15,0.01652401349713792,210.32056539129505
17,2025,m,e4,15,0.02409087760043875,3418.0000491277074
21,2025,m,e4,15,0.02327406631813573,5090.880274732122
22,2025,m,e4,15,0.01602405063010774,1776.7063037027935
23,2025,m,e4,15,0.02255243335316161,3321.7287778532186
24,2025,m,e4,15,0.01341824108160096,420.65525721220325
25,2025,m,e4,15,0.02080847767310899,1832.5214637445483
26,2025,m,e4,15,0.01741858998411537,3229.5278449686066
27,2025,m,e4,15,0.01729108038266398,1805.0632702092023
28,2025,m,e4,15,0.0212060797810974,748.9960600550127
29,2025,m,e4,15,0.01986585034181677,7391.738928512502
31,2025,m,e4,15,0.0203529760223346,8732.99981152042
32,2025,m,e4,15,0.01913459575965343,1098.3708389350154
33,2025,m,e4,15,0.01643631147391863,4065.3036397808064
35,2025,m,e4,15,0.01895084713130341,8250.357456646774
41,2025,m,e4,15,0.0227064328296259,5112.840891552404
42,2025,m,e4,15,0.02053613479262879,2108.7159265478276
43,2025,m,e4,15,0.0193600562575553,3682.665447315731
50,2025,m,e4,15,0.02170118031173608,1888.514797436864
51,2025,m,e4,15,0.02420598675979084,3183.551758672938
52,2025,m,e4,15,0.02141971950503502,3084.7957780341026
53,2025,m,e4,15,0.02016372690932351,-17347.629672371157
11,2030,m,e4,15,0.02327713998075188,1153.79194154628
12,2030,m,e4,15,0.01466771775861177,235.04862722080327
13,2030,m,e4,15,0.01946183166986036,726.5523189621377
14,2030,m,e4,15,0.02810953418935731,254.35784216014184
15,2030,m,e4,15,0.02138819687039283,3332.338507142268
16,2030,m,e4,15,0.01652401349713792,197.62292453905644
17,2030,m,e4,15,0.02409087760043875,3210.2188911260228
21,2030,m,e4,15,0.02327406631813573,4783.233888417618
22,2030,m,e4,15,0.01602405063010774,1669.3947359896522
23,2030,m,e4,15,0.02255243335316161,3121.110249121225
24,2030,m,e4,15,0.01341824108160096,395.3390053261006
25,2030,m,e4,15,0.02080847767310899,1721.9134883505046
26,2030,m,e4,15,0.01741858998411537,3034.572030311501
27,2030,m,e4,15,0.01729108038266398,1695.9845587867085
28,2030,m,e4,15,0.0212060797810974,703.919797911418
29,2030,m,e4,15,0.01986585034181677,6945.220432798403
31,2030,m,e4,15,0.0203529760223346,8204.533562586445
32,2030,m,e4,15,0.01913459575965343,1032.13653932712
33,2030,m,e4,15,0.01643631147391863,3820.3759678795905
35,2030,m,e4,15,0.01895084713130341,7752.214543282633
41,2030,m,e4,15,0.0227064328296259,4805.1126672169485
42,2030,m,e4,15,0.02053613479262879,1981.38705287147
43,2030,m,e4,15,0.0193600562575553,3460.324949978743
50,2030,m,e4,15,0.02170118031173608,1774.2829494767152
51,2030,m,e4,15,0.02420598675979084,2991.989881727891
52,2030,m,e4,15,0.02141971950503502,2898.463989416264
53,2030,m,e4,15,0.02016372690932351,-16299.277473416523
11,2035,m,e4,15,0.02327713998075188,1153.79194154628
12,2035,m,e4,15,0.01466771775861177,235.04862722080327
13,2035,m,e4,15,0.01946183166986036,726.5523189621377
14,2035,m,e4,15,0.02810953418935731,254.35784216014184
15,2035,m,e4,15,0.02138819687039283,3332.338507142268
16,2035,m,e4,15,0.01652401349713792,197.62292453905644
17,2035,m,e4,15,0.02409087760043875,3210.2188911260228
21,2035,m,e4,15,0.02327406631813573,4783.233888417618
22,2035,m,e4,15,0.01602405063010774,1669.3947359896522
23,2035,m,e4,15,0.02255243335316161,3121.110249121225
24,2035,m,e4,15,0.01341824108160096,395.3390053261006
25,2035,m,e4,15,0.02080847767310899,1721.9134883505046
26,2035,m,e4,15,0.01741858998411537,3034.572030311501
27,2035,m,e4,15,0.01729108038266398,1695.9845587867085
28,2035,m,e4,15,0.0212060797810974,703.919797911418
29,2035,m,e4,15,0.01986585034181677,6945.220432798403
31,2035,m,e4,15,0.0203529760223346,8204.533562586445
32,2035,m,e4,15,0.01913459575965343,1032.13653932712
33,2035,m,e4,15,0.01643631147391863,3820.3759678795905
35,2035,m,e4,15,0.01895084713130341,7752.214543282633
41,2035,m,e4,15,0.0227064328296259,4805.1126672169485
42,2035,m,e4,15,0.02053613479262879,1981.38705287147
43,2035,m,e4,15,0.0193600562575553,3460.324949978743
50,2035,m,e4,15,0.02170118031173608,1774.2829494767152
51,2035,m,e4,15,0.02420598675979084,2991.989881727891
52,2035,m,e4,15,0.02141971950503502,2898.463989416264
53,2035,m,e4,15,0.02016372690932351,-16299.277473416523
11,2040,m,e4,15,0.02327713998075188,1153.79194154628
12,2040,m,e4,15,0.01466771775861177,235.04862722080327
13,2040,m,e4,15,0.01946183166986036,726.5523189621377
14,2040,m,e4,15,0.02810953418935731,254.35784216014184
15,2040,m,e4,15,0.02138819687039283,3332.338507142268
16,2040,m,e4,15,0.01652401349713792,197.62292453905644
17,2040,m,e4,15,0.02409087760043875,3210.2188911260228
21,2040,m,e4,15,0.02327406631813573,4783.233888417618
22,2040,m,e4,15,0.01602405063010774,1669.3947359896522
23,2040,m,e4,15,0.02255243335316161,3121.110249121225
24,2040,m,e4,15,0.01341824108160096,395.3390053261006
25,2040,m,e4,15,0.02080847767310899,1721.9134883505046
26,2040,m,e4,15,0.01741858998411537,3034.572030311501
27,2040,m,e4,15,0.01729108038266398,1695.9845587867085
28,2040,m,e4,15,0.0212060797810974,703.919797911418
29,2040,m,e4,15,0.01986585034181677,6945.220432798403
31,2040,m,e4,15,0.0203529760223346,8204.533562586445
32,2040,m,e4,15,0.01913459575965343,1032.13653932712
33,2040,m,e4,15,0.01643631147391863,3820.3759678795905
35,2040,m,e4,15,0.01895084713130341,7752.214543282633
41,2040,m,e4,15,0.0227064328296259,4805.1126672169485
42,2040,m,e4,15,0.02053613479262879,1981.38705287147
43,2040,m,e4,15,0.0193600562575553,3460.324949978743
50,2040,m,e4,15,0.02170118031173608,1774.2829494767152
51,2040,m,e4,15,0.02420598675979084,2991.989881727891
52,2040,m,e4,15,0.02141971950503502,2898.463989416264
53,2040,m,e4,15,0.02016372690932351,-16299.277473416523
11,2045,m,e4,15,0.02327713998075188,1153.79194154628
12,2045,m,e4,15,0.01466771775861177,235.04862722080327
13,2045,m,e4,15,0.01946183166986036,726.5523189621377
14,2045,m,e4,15,0.02810953418935731,254.35784216014184
15,2045,m,e4,15,0.02138819687039283,3332.338507142268
16,2045,m,e4,15,0.01652401349713792,197.62292453905644
17,2045,m,e4,15,0.02409087760043875,3210.2188911260228
21,2045,m,e4,15,0.02327406631813573,4783.233888417618
22,2045,m,e4,15,0.01602405063010774,1669.3947359896522
23,2045,m,e4,15,0.02255243335316161,3121.110249121225
24,2045,m,e4,15,0.01341824108160096,395.3390053261006
25,2045,m,e4,15,0.02080847767310899,1721.9134883505046
26,2045,m,e4,15,0.01741858998411537,3034.572030311501
27,2045,m,e4,15,0.01729108038266398,1695.9845587867085
28,2045,m,e4,15,0.0212060797810974,703.919797911418
29,2045,m,e4,15,0.01986585034181677,6945.220432798403
31,2045,m,e4,15,0.0203529760223346,8204.533562586445
32,2045,m,e4,15,0.01913459575965343,1032.13653932712
33,2045,m,e4,15,0.01643631147391863,3820.3759678795905
35,2045,m,e4,15,0.01895084713130341,7752.214543282633
41,2045,m,e4,15,0.0227064328296259,4805.1126672169485
42,2045,m,e4,15,0.02053613479262879,1981.38705287147
43,2045,m,e4,15,0.0193600562575553,3460.324949978743
50,2045,m,e4,15,0.02170118031173608,1774.2829494767152
51,2045,m,e4,15,0.02420598675979084,2991.989881727891
52,2045,m,e4,15,0.02141971950503502,2898.463989416264
53,2045,m,e4,15,0.02016372690932351,-16299.277473416523
11,2050,m,e4,15,0.02327713998075188,1153.79194154628
12,2050,m,e4,15,0.01466771775861177,235.04862722080327
13,2050,m,e4,15,0.01946183166986036,726.5523189621377
14,2050,m,e4,15,0.02810953418935731,254.35784216014184
15,2050,m,e4,15,0.02138819687039283,3332.338507142268
16,2050,m,e4,15,0.01652401349713792,197.62292453905644
17,2050,m,e4,15,0.02409087760043875,3210.2188911260228
21,2050,m,e4,15,0.02327406631813573,4783.233888417618
22,2050,m,e4,15,0.01602405063010774,1669.3947359896522
23,2050,m,e4,15,0.02255243335316161,3121.110249121225
24,2050,m,e4,15,0.01341824108160096,395.3390053261006
25,2050,m,e4,15,0.02080847767310899,1721.9134883505046
26,2050,m,e4,15,0.01741858998411537,3034.572030311501
27,2050,m,e4,15,0.01729108038266398,1695.9845587867085
28,2050,m,e4,15,0.0212060797810974,703.919797911418
29,2050,m,e4,15,0.01986585034181677,6945.220432798403
31,2050,m,e4,15,0.0203529760223346,8204.533562586445
32,2050,m,e4,15,0.01913459575965343,1032.13653932712
33,2050,m,e4,15,0.01643631147391863,3820.3759678795905
35,2050,m,e4,15,0.01895084713130341,7752.214543282633
41,2050,m,e4,15,0.0227064328296259,4805.1126672169485
42,2050,m,e4,15,0.02053613479262879,1981.38705287147
43,2050,m,e4,15,0.0193600562575553,3460.324949978743
50,2050,m,e4,15,0.02170118031173608,1774.2829494767152
51,2050,m,e4,15,0.02420598675979084,2991.989881727891
52,2050,m,e4,15,0.02141971950503502,2898.463989416264
53,2050,m,e4,15,0.02016372690932351,-16299.277473416523
11,2055,m,e4,15,0.02327713998075188,1153.79194154628
12,2055,m,e4,15,0.01466771775861177,235.04862722080327
13,2055,m,e4,15,0.01946183166986036,726.5523189621377
14,2055,m,e4,15,0.02810953418935731,254.35784216014184
15,2055,m,e4,15,0.02138819687039283,3332.338507142268
16,2055,m,e4,15,0.01652401349713792,197.62292453905644
17,2055,m,e4,15,0.02409087760043875,3210.2188911260228
21,2055,m,e4,15,0.02327406631813573,4783.233888417618
22,2055,m,e4,15,0.01602405063010774,1669.3947359896522
23,2055,m,e4,15,0.02255243335316161,3121.110249121225
